,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,Total

20150417, 18:29:02, 3, 3, 0, 2, 3, 3, 4, 4, 4, 1, 2, 2, 2, 2, 3, 3, 4, 1, 2, 0, 1, 0, 1, 1, 0, 51, 
20150625, 21:58:59, 4, 4, 4, 3, 4, 4, 4, 3, 3, 5, 2, 3, 4, 3, 3, 2, 2, 3, 3, 2, 2, 2, 2, 2, 9, 82, 
20150629, 21:11:06, 
20150918, 10:19:49, 5, 6, 4, 5, 4, 4, 0, 1, 1, 1, 1, 1, 5, 3, 3, 3, 3, 3, 2, 2, 2, 1, 1, 1, 1, 63, 
